Dam_Name,Other_Dam_Name,State_ID,NID_ID,Num_Separate_Struct,Other_Structure_ID,Longitude,Latitude,Section,County,River,Owner_Name,Owner_Type,Private_Dam,Dam_Designer,Dam_Type,Core,Foundation,Primary_Purpose,All_Purposes,Year_Completed,Year_Modified,Dam_Length,Dam_Height,Structural_Height,Hydraulic_Height,NID_Height,Max_Discharge,Max_Storage,Normal_Storage,NID_Storage,Surface_Area,Drainage_Area,EAP,Inspection_Date,Inspection_Frequency,Spillway_Type,Spillway_Width,Outlet_Gates,Volume,Num_Locks,Length_Locks,Width_Locks,Permitting_Authority,Inspection_Authority,Enforcement_Authority,Jurisdictional_Dam,State_Reg_Dam,State_Reg_Agency,Fed_Funding,Fed_Design,Fed_Construction,Fed_Regulatory,Fed_Inspection,Fed_Operation,Fed_Owner,Fed_Other,Source_Agency,State,Submit_Date,Url_Address,Congress_Rep,Political_Party,Congress_District
JAMES THOMPSON NO. 1 STOCK,THOMPSON NO. 1,7254R,WY00435,0,,-104.7017,43.28,"SESE 7,T38N,R65W",NIOBRARA,THOMPSON EAST DRAW,"SHANNON BRUEGGER, RANCHLAND INC.",Private,N,,Earth,HEK,SZ,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",1960,,627,30,30,25,30,NA,109,77,109,10,NA,NR,39282,5,U,75,U1,14188,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
RED GULCH DETENTION 1592 #5 DAM,,L63577,WY01472,0,,-107.75,41.25,,CARBON,,BUREAU OF LAND MANAGEMENT,Federal,N,UNKNOWN,Earth,E,U,Debris Control,Debris Control,1960,,755,29.23,29.23,22.93,29.23,NA,105.7,3,105.7,26.8,2270,NR,40756,5,,0,,16027,NA,0,NA,N,N,N,N,N,,DOI BLM,,,DOI BLM,DOI BLM,DOI BLM,DOI BLM,,DOI BLM,WY,02\27\2013,NA,Cynthia M. Lummis (R),R,WY00
BEN,,6593R,WY00711,0,,-106.3256,44.5211,"SWSE 35,T53N,R79W",JOHNSON,ARPAN DRAW,BERNARD BETZ,Private,N,,Earth,HEK,SZ,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",1960,,273,29,29,24,29,NA,52,31,52,3,NA,NR,40813,5,U,40,X,12500,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
HOLLAND,,7098R,WY01699,0,,-107.6325,43.7277,"SWNW 2,T43N,R90W",WASHAKIE,HOLLAND DRAW,USDI BLM,Federal,N,EDMOND R BATES,Earth,IEK,SZ,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",1960,,533,25,25,20,25,NA,38,23,38,3,NA,NR,39730,5,U,100,X,8413,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
DETENTION 1593 #2 DAM,,L63579,WY01396,0,,-107.88,41.26,,CARBON,BLUE GAP CREEK,BUREAU OF LAND MANAGEMENT,Federal,N,UNKNOWN,Earth,E,U,Debris Control,Debris Control,1960,,620,35.95,35.95,31.42,35.95,NA,39.14,NA,39.14,13.8,1640,NR,40758,5,,0,,11590,NA,0,NA,N,N,N,N,N,,DOI BLM,,,DOI BLM,DOI BLM,DOI BLM,DOI BLM,,DOI BLM,WY,02\27\2013,NA,Cynthia M. Lummis (R),R,WY00
REED,ENL OF 6244R & 6328R,6421R,WY01207,0,,-110.225,41.1533,"NENE 35,T14N,R114W",UINTA,SAGE CREEK,GLEN WADSWORTH,Private,Y,USDA NRCS,Earth,HEK,SZ,Irrigation,Irrigation,1960,,3150,39,39,34,39,40,1538,1077,1538,104,0.94,NR,40512,5,U,50,V1,72310,NA,0,NA,Y,Y,Y,Y,Y,SEO,,USDA NRCS,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
BENTLEY,BENTLEY,6518R,WY00190,0,,-106.235,42.8233,"NESW 17,T33N,R78W",NATRONA,CLAUD CREEK,EASTGATE RANCH LLC,Private,N,,Earth,HEK,SZ,Irrigation,Irrigation,1960,,700,26,26,20,26,NA,104,53,104,8,NA,NR,41010,5,U,30,S1,11864,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
WHISKEY NO. 1,,,WY00113,0,,-106.033,41.7004,"NWNE 22, T20N R77W",ALBANY,WHISKEY DRAW,JAMES JANKOVSKY,Private,N,USDA NRCS,Earth,EZH,UZ,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",1960,,730,25,NA,25,25,5500,57,27,57,NA,1.69,NR,,5,U,275,U,11250,NA,0,NA,N,N,N,N,N,,,,,,,,,,USDA NRCS,WY,03\08\2013,NA,Cynthia M. Lummis (R),R,WY00
WYOMING DEVELOPMENT COMPANY NO. 1,"WHEATLAND NO. 1, ENL OF 5387R",6470R,WY00091,0,,-105.0447,42.0088,"NENE 6,T23N,R68W",PLATTE,SYBILLE CREEK OFFSTREAM,WHEATLAND IRRIGATION DISTRICT,Private,N,USDA NRCS,Earth,HEK,SZ,Irrigation,Irrigation,1960,1993,6600,45,49,38,49,400,11590,9370,11590,424,1.5,N,40671,5,C,4,V1,25000,NA,0,NA,Y,Y,Y,Y,Y,SEO,,USDA NRCS,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
SARATOGA LAKE,ENL OF 5706R,7297R,WY00229,0,,-106.7872,41.4767,"SENE 1,T17N,R84W",CARBON,NORTH PLATTE RIVER,WYOMING GAME AND FISH COMMISSION,State,N,GEROGE B WILSON,Earth,HEK,SZ,Recreation,Recreation,1960,,4110,12,13,11,13,NA,3177,1559,3177,277,NA,NR,40394,5,U,20,O1,53000,NA,0,NA,Y,Y,Y,Y,Y,SEO,,,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
BASCH,,6269R,WY00776,0,,-106.7392,44.1691,"SESE 32,T49N,R82W",JOHNSON,MUDDY CREEK,KLONDIKE RANCH (RICHARD & PATRICIA TASS),Private,N,USDA NRCS,Earth,HEK,SZ,Irrigation,Irrigation,1960,1982,710,34,36,29,36,2550,105,59,105,7,0.47,NR,39743,5,U,20,V1,20120,NA,0,NA,Y,Y,Y,Y,Y,SEO,,USDA NRCS,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
GOLDEN CLOVER NO. 1,,6500R,WY00303,0,,-106.6117,41.1533,"NWSE 28,T14N,R82W",CARBON,LITTLE BEAVER CREEK,RALPH PLATT,Private,N,USDA NRCS,Earth,HEK,SZ,Water Supply,Water Supply,1960,,465,27,27,22,27,NA,49,25,49,4,4,NR,39392,5,U,200,V1,3500,NA,0,NA,Y,Y,Y,Y,Y,SEO,,USDA NRCS,,,,,,,WY,WY,02\06\2013,NA,Cynthia M. Lummis (R),R,WY00
WILSON DEBRIS BASIN,,32.035,CA01162,0,,-118.447,34.3296,"S.22,T.3N,R.15W",LOS ANGELES,WILSON CANYON,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC WORKS,Local Government,N,,Earth,,S,Flood Control,"Flood Control, Debris Control",1961,,666,50,NA,33,50,10930,84,NA,84,5,2.6,NR,40995,1,U,0,,155000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Tony C??rdenas (D),D,CA29
FAY GUNBY,,4463,CA01051,0,,-120.7376,38.7305,"S.11,T.10N,R.11E",EL DORADO,TR WEBER CREEK,CHUAN-SHENG CHIAO & CINDY HSIN LEE,Private,N,,Earth,,R,Irrigation,"Irrigation, Water Supply",1961,0,396,40,NA,35,40,2400,167,117,167,10,0.7,NR,41031,1,U,0,,24000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,USDA NRCS,,,,,,,CA,CA,03\01\2013,NA,Tom McClintock (R),R,CA04
MIDDLE FORK BRUSH CREEK,,1002.003,CA00793,0,,-122.6726,38.4867,"S.6,T.7N,R.7W",SONOMA,MFK BRUSH CR,SONOMA COUNTY WATER AGENCY,Local Government,N,USDA NRCS,Earth,,S,Flood Control,Flood Control,1961,,1100,37,NA,30.19,37,4170,295,138,295,20,2.24,NR,40834,1,U,0,,55525,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,USDA NRCS,USDA NRCS,USDA NRCS,,USDA NRCS,,,,CA,CA,03\01\2013,NA,Mike Thompson (D),D,CA05
R SIMONI IRRIGATION,,1622,CA01015,0,,-121.7066,37.0872,"S.1,T.10S,R.2E",SANTA CLARA,HAY CANYON,DELLA ERTA SIMONI,Private,N,,Earth,,R,Irrigation,"Irrigation, Water Supply",1961,0,330,44,NA,31,44,3720,251,152,251,10,1.25,NR,40934,1,U,0,,12000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,USDA NRCS,,,,,,,CA,CA,03\01\2013,NA,Zoe Lofgren (D),D,CA19
SYCAMORE RESERVOIR,DAM #11,9000-128,CA10128,0,,-121.08,35.5,,MONTEREY,NACIMIENTO RIVER,FORT HUNTER LIGGETT,Federal,N,UNKNOWN,Earth,X,U,Water Supply,"Water Supply, Recreation",1961,,296,26,25,21,26,NA,30,35,35,10,NA,Y,40858,4,U,20,0,NA,NA,0,NA,N,N,N,N,N,N/A,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,CA,02\27\2013,NA,,,
EL PIOJO,DAM #9,9000-122,CA10122,0,,-121.1734,35.8767,,MONTEREY,EL PIOJO RIVER,FORT HUNTER LIGGETT,Federal,N,UNKNOWN,Earth,X,U,Fish and Wildlife Pond,"Recreation, Fire Protection, Stock, Or Small Fish Pond, Fish and Wildlife Pond",1961,,290,20,25,20,25,786,50,40,50,15,NA,Y,40850,4,U,10,0,2602,NA,0,NA,N,N,N,N,N,N/A,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,CA,02\27\2013,NA,Sam Farr (D),D,CA20
STEIDLMAYER #3,,350,CA01216,0,,-121.825,39.2286,"S.23,T.16N,R.1E",SUTTER,UNNAMED,"ROBLEE, INC.",Private,N,,Earth,,R,Irrigation,"Irrigation, Water Supply",1961,,600,49,NA,43.39,49,928,117,82,117,6,0.44,NR,40925,1,U,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,John Garamendi (D),D,CA03
METZGER,,20302,CO00096,0,,-104.9772,39.9733,"S32 , T1S, R68W of Sixth PM",ADAMS,BIG DRY CREEK-TR,BROOMFIELD/WESTMINSTER OPEN SPACE FOUNDATION,Private,N,,Earth,,,Irrigation,"Irrigation, Water Supply, Fire Protection, Stock, Or Small Fish Pond",1961,,575,17,17,17,17,247,55,31,55,6,0.94,NR,40486,6,U,10,,5700,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Mike Coffman (R),R,CO06
COAL BANK WS CB-1,,CO00000979,CO00128,0,,-104.8334,40.6259,"S25,T.08N,R.67W, 6th PM",WELD,COAL BANK DRAW,FRED BRUNNER JR.,Private,N,USDA NRCS,Earth,,,Flood Control,Flood Control,1961,,2550,58,64,58,64,9445,2754,2101,2754,139,27,NR,37781,1,U,300,,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,USDA NRCS,,,,,,,USDA NRCS,CO,03\08\2013,NA,Cory Gardner (R),R,CO04
W. CHERRY CREEK DET. #11,,CO00000064,CO00323,0,,-104.7041,39.2144,"S6 , T10S, R65W of Sixth PM",DOUGLAS,WEST CHERRY CREEK-TR,DOUGLAS COUNTY CONSERVATION DISTRICT,Local Government,N,USDA NRCS,Earth,,,Flood Control,Flood Control,1961,,856,37,40,36,40,6220,418,NA,418,23,6.5,NR,39615,3,N,400,,64800,NA,0,NA,Y,Y,Y,Y,Y,DWR,USDA NRCS,USDA NRCS,USDA NRCS,,USDA NRCS,,,,CO,CO,02\04\2013,NA,Cory Gardner (R),R,CO04
ROSEMONT,,120133,CO00471,0,,-104.9588,38.7333,"S23 , T15S, R68W of Sixth PM",TELLER,EAST BEAVER CREEK,COLORADO SPRINGS UTILITIES,Local Government,N,,Rockfill,FMK,R,Water Supply,"Water Supply, Recreation",1961,,680,90,120,115,120,3500,3155,2538,3155,95,3.28,Y,40829,2,U,70,,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Doug Lamborn (R),R,CO05
SPRING CREEK,,590108,CO00148,0,,-106.707,38.861,"S6 , T14S, R83W of Sixth PM",GUNNISON,TAYLOR RIVER TR & SP-TR,COLORADO PARKS & WILDLIFE,State,Y,,Earth,EKI,RSK,Recreation,"Recreation, Fish and Wildlife Pond",1961,,570,53,76,56,76,1047,2261,1631,2261,89,20,Y,41082,1,N,18,U;S,75000,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
CREAGER,,CO0000998A,CO00496,0,,-105.3438,37.8399,"S28 , T25S, R71W of Sixth PM",HUERFANO,BRUFF CREEK-OS,WOLF SPRINGS RANCH,Private,N,USDA NRCS,Earth,,,Irrigation,"Irrigation, Recreation, Fire Protection, Stock, Or Small Fish Pond",1961,,1313,31,48,40,48,1860,644,484,644,32,0.44,NR,40827,6,N,74,,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,USDA NRCS,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
KETNER,LITTLE CHURCH,CO00000978,CO00093,0,,-105.1082,39.8815,"S15 , T2S, R69W of Sixth PM",JEFFERSON,WALNUT CREEK-TR,CITY OF WESTMINSTER,Local Government,N,USDA NRCS,Earth,,,Recreation,"Recreation, Fish and Wildlife Pond",1961,,2360,29,30,30,30,3294,434,223,434,27,0.42,Y,41074,2,U,66,,34463,NA,0,NA,Y,Y,Y,Y,Y,DWR,,USDA NRCS,,,,,,,CO,CO,02\04\2013,NA,Ed Perlmutter (D),D,CO07
LOUKONEN BROTHERS,DAVIS,CO00000976,CO00180,0,,-105.2584,40.0897,"S32 , T2N, R70W of Sixth PM",BOULDER,DRY CREEK-TR,"LVGC, LLC",Private,N,USDA NRCS,Earth,,,Irrigation,"Irrigation, Water Supply, Recreation",1961,,607,35,45,35,45,3395,182,100,182,11,2.6,NR,39924,6,U,123,,47729,NA,0,NA,Y,Y,Y,Y,Y,DWR,,USDA NRCS,,,,,,,CO,CO,02\04\2013,NA,Jared Polis (D),D,CO02
HORSESHOE LAKE,LAKE MIRIAM,160112,CO00498,0,,-104.8488,37.6049,"S13 , T28S, R67W of Sixth PM",HUERFANO,CUCHARAS RIVER-OS,LATHROP STATE PARK,State,N,,Earth,,,Recreation,"Recreation, Fish and Wildlife Pond",1961,1999,4180,24,27,24,27,373,3750,2760,3750,172,0.84,Y,41037,1,U,22,Upstream slide,NA,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
DELTA CONTROL,,400214,CO00565,0,,-108.0705,38.8099,"S25 , T14S, R96W of Sixth PM",DELTA,GUNNISON RIVER-TR,CITY OF DELTA,Local Government,Y,,Earth,EKI,RSZ,Water Supply,Water Supply,1961,,470,24,32,26,32,353,54,34,54,4,0.5,NR,40312,6,N,12,U;S,27938,NA,0,NA,Y,Y,Y,Y,Y,DWR,,,,,,,,,CO,CO,02\04\2013,NA,Scott R. Tipton (R),R,CO03
MCCREARY,,392.002,CA00565,0,,-122.5066,38.753,"S.34,T.11N,R.6W",LAKE,BUCKSNORT CREEK,"LANGTRY FARMS, LLC",Private,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1961,,2400,20,NA,16.3,20,NA,3198,2098,3198,203,16.2,NR,40499,1,C,0,,38000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Mike Thompson (D),D,CA05
EMERG EFFLUENT HOLDING,,1062.002,CA01106,0,,-119.9652,38.9154,"S.2,T.12N,R.18E",EL DORADO,TR HEAVENLY VY CR,SO TAHOE PUBLIC UTILITY DIST,Public Utility,N,,Earth,,S,Irrigation,"Irrigation, Water Supply, Other",1961,,3250,27,NA,25,27,35,224,184,224,17,0.03,NR,40756,1,U,0,,69000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Tom McClintock (R),R,CA04
SWORINGER,,1257,CA00962,0,,-120.0996,41.1797,"S.12,T.38N,R.16E",LASSEN,TR SILVER CREEK,JOHN ESTILL & LANI ESTILL,Private,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1961,0,1055,35,NA,31,35,530,5300,4050,5300,291,5.1,NR,40850,1,U,0,,39000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,USDA NRCS,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
COOK NO 2,,1428.003,CA01056,0,,-122.9008,38.6573,"S.6,T.9N,R.9W",SONOMA,TR DRY CREEK,E & J GALLO WINERY,Private,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1961,0,510,35,NA,31,35,129,115,82,115,6,0.1,NR,40773,1,U,0,,24000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,USDA NRCS,,,,,,,CA,CA,03\01\2013,NA,Jared Huffman (D),D,CA02
STOUGH DEBRIS BASIN,,32.033,CA01160,0,,-118.3042,34.2004,"S.1,T.1N,R.14W",LOS ANGELES,STOUGH CANYON,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC WORKS,Local Government,N,,Earth,,S,Flood Control,"Flood Control, Debris Control",1961,,567,46,NA,33.5,46,8900,102,NA,102,3,1.7,NR,40983,1,U,0,,158000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Adam B. Schiff (D),D,CA28
"JANE, LAKE",,686,CA00706,0,,-119.8232,37.0613,"S.18,T.10S,R.20E",MADERA,TR HILDRETH CR,"SWD INVESTMENTS-FULTON RANCH,INC",Private,N,,Earth,,R,Irrigation,"Irrigation, Water Supply",1961,0,361,37,NA,30,37,6600,345,182,345,21,3.2,NR,40977,1,U,0,,23000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,USDA NRCS,,,,,,,CA,CA,03\01\2013,NA,Tom McClintock (R),R,CA04
CARBON CANYON DAM,CARBON CANYON RESERVOIR,16290,CA10017,0,,-117.8417,33.915,,ORANGE,CARBON CANYON CREEK,CESPL,Federal,N,CESPL,Earth,,,Flood Control,Flood Control,1961,,2610,99,NA,92,99,36800,12063,1,12063,1,19,Y,40004,5,U,125,,NA,NA,0,NA,N,N,N,N,N,N/A,CE,CE,CE,CE,CE,CE,CE,CE,CE,CA,02\27\2013,NA,Edward R. Royce (R),R,CA39
SUCCESS DAM,SUCCESS LAKE,17680,CA10113,0,,-118.9183,36.0583,,TULARE,TULE RIVER,CESPK,Federal,N,,Earth,E,S,Irrigation,"Irrigation, Hydroelectric, Flood Control, Recreation",1961,,3490,98,156,137,156,126000,82300,82000,82300,2450,388,Y,39388,5,U,200,,NA,NA,0,NA,N,N,N,N,N,N/A,CE,CE,CE,CE,CE,CE,CE,CE,CE,CA,02\27\2013,NA,Kevin McCarthy (R),R,CA23
CAMINO,,02101-09-01,CA00817,1,,-120.5367,38.8283,"S.4,T.11N,R.13E",EL DORADO,SILVER CREEK,SACRAMENTO MUNICIPAL UTILITY DISTRICT,Public Utility,N,BECHTEL,,,,Hydroelectric,Hydroelectric,1961,,470,133,133,130,133,64000,588,528,588,20,165,Y,41177,1,C,120,L3;,2200,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Tom McClintock (R),R,CA04
KLAU DAM (BLM),,L63070,CA10353,0,,-120.9,35.62,,SAN LUIS OBISPO,NO NAME,BUREAU OF LAND MANAGEMENT,Federal,N,SCS,Earth,E,U,Water Supply,Water Supply,1961,1960,300,56,56,45,56,10000,50,46,50,2.2,10,NR,39262,5,,0,,9600,NA,0,NA,N,N,N,N,N,N/A,DOI BLM,,,DOI BLM,DOI BLM,DOI BLM,DOI BLM,,DOI BLM,CA,02\27\2013,NA,Lois Capps (D),D,CA24
LAS TABLAS CREEK,,742,CA00724,0,,-120.9414,35.6876,"S.7,T.26S,R.10E",SAN LUIS OBISPO,LAS TABLAS CR,MID-STATE BANK & TRUST,Private,N,,Earth,,R,Irrigation,"Irrigation, Water Supply",1961,,140,37,NA,23.5,37,6541,275,180,275,11,31,NR,41010,1,U,0,,8000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Lois Capps (D),D,CA24
ROPER LAKE,,5.21,AZ00091,0,,-110.1763,33.2702,"S8,T8S,R26E",GRAHAM,TR-STOCKTON WASH OFFSTREAM,ARIZONA GAME & FISH DEPARTMENT,State,N,,Earth,E,S,Recreation,Recreation,1961,,2964,17,NA,17,17,100,NA,313,313,34,0.24,Y,40737,1,U,40,,NA,NA,0,NA,Y,Y,Y,Y,Y,Arizona Department of Water Resources,,,,,,,,,AZ,AZ,02\04\2013,NA,Ann Kirkpatrick (D),D,AZ01
LITTLE GRASS VALLEY,,02088-06-01,CA00269,1,,-121.0201,39.725,"S.31,T.22N,R.9E, W1/2",PLUMAS,SOUTH FORK FEATHER RIVER,SOUTH FEATHER WATER AND POWER AGENCY,Public Utility,N,BECHTEL,,IEK,RK,Irrigation,"Irrigation, Hydroelectric, Water Supply",1961,,840,184,210,198,210,NA,94660,93010,94660,1630,25.8,Y,41086,1,C,80,T2;,834000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
SEEGER,NICASIO,33.008,CA00209,0,,-122.7551,38.077,"S.28,T.3N,R.8W",MARIN,NICASIO CREEK,MARIN MUN WATER DISTRICT,Public Utility,N,,Earth,,R,Water Supply,Water Supply,1961,,400,115,NA,100,115,30000,37743,22400,37743,845,35.9,NR,40989,1,U,0,,350000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Jared Huffman (D),D,CA02
NORTH,,31.027,CA00183,0,,-122.3295,37.9728,"S.32,T.2N,R.4W",CONTRA COSTA,OFFSTREAM,EAST BAY MU DISTRICT,Public Utility,N,,Earth,,S,Water Supply,Water Supply,1961,,1080,82,NA,79,82,95,263,244,263,9,0.09,NR,40946,1,U,0,,167400,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,George Miller (D),D,CA11
SOUTH FORK DIVERSION,,02088-05-01,CA00270,1,,-121.1163,39.6503,"S.29,T.21N,R.8E, W1/2",BUTTE,SOUTH FORK FEATHER RIVER,SOUTH FEATHER WATER AND POWER AGENCY,Public Utility,N,BECHTEL,,HCK,RK,Irrigation,"Irrigation, Hydroelectric, Water Supply",1961,,228,60,60,46,60,20700,87,87,87,3,37.7,NR,41086,1,U,180,,1693,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
DANVILLE,,31.028,CA00184,0,,-122.0043,37.8124,"S.29,T.1S,R.1W",CONTRA COSTA,OFFSTREAM,EAST BAY MU DISTRICT,Public Utility,N,,Earth,,S,Water Supply,Water Supply,1961,,765,75,NA,71.4,75,NA,50,45,50,3,NA,NR,40785,1,U,0,,74000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,George Miller (D),D,CA11
SLATE CREEK,,02088-04-01,CA00271,1,,-121.054,39.6132,"S.11,T.20N,R.8E, NW1/4",PLUMAS,SLATE CREEK,SOUTH FEATHER WATER AND POWER AGENCY,Public Utility,N,BECHTEL,,HCK,RK,Irrigation,"Irrigation, Hydroelectric, Water Supply",1961,,258,68,70,46,70,35000,643,100,643,17,49.4,NR,41086,1,U,212,,1850,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
SLY CREEK,,02088-07-01,CA00272,1,,-121.1155,39.5826,"S.20,T.20N,R.8E, NW1/4",BUTTE,LOST CREEK,SOUTH FEATHER WATER AND POWER AGENCY,Public Utility,N,BECHTEL,,IEK,RK,Irrigation,"Irrigation, Hydroelectric, Water Supply",1961,,1150,271,289,260,289,19500,65650,65050,65650,598,24,Y,41086,1,C,54,O1;,5232000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
FRENCHMAN,,1.043,CA00032,0,,-120.1909,39.8929,"S.33,T.24N,R.16E",PLUMAS,LIT LAST CHANCE CR,CALIFORNIA DEPARTMENT OF WATER RESOURCES,State,N,,Earth,,R,Irrigation,"Irrigation, Water Supply, Recreation",1961,,720,129,NA,110,129,173,82000,55477,82000,1580,82,NR,40808,1,U,0,,537000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
CHOLLA COOLING POND,,9.29,AZ00180,0,,-110.2902,34.93,"S26,T18N,R19E",NAVAJO,TR-LITTLE COLORADO RIVER-OFFSTREAM,"ARIZONA PUBLIC SERVICE COMPANY, PHOENIX OFFICE",Public Utility,N,,Earth,E,S,Other,Other,1961,,13580,13,NA,13,13,NA,NA,2200,2200,380,NA,Y,40654,3,U,30,,95000,NA,0,NA,Y,Y,Y,Y,Y,Arizona Department of Water Resources,,,,,,,,,AZ,AZ,02\04\2013,NA,Ann Kirkpatrick (D),D,AZ01
PAULDEN TANK #2,,13.45,AZ00256,0,,-112.4705,34.8966,"S33, T18N, R2W",YAVAPAI,TR-BIG CHINO WASH,DEWEY J. LEVIE FAMILY LIMITED PARTNERSHIP,Private,N,,Earth,X,U,Fish and Wildlife Pond,Fish and Wildlife Pond,1961,,435,11.1,NA,NA,11.1,NA,112.09,112.09,112.09,30.3,NA,Y,39955,3,N,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Arizona Department of Water Resources,,,,,,,,,AZ,AZ,02\04\2013,NA,Paul A. Gosar (R),R,AZ04
BETHANY FOREBAY,,1.045,CA00033,0,,-121.6178,37.7834,"S.2,T.2S,R.3E",ALAMEDA,TR ITALIAN SLOUGH,CALIFORNIA DEPARTMENT OF WATER RESOURCES,State,N,,Earth,,S,Irrigation,"Irrigation, Water Supply, Recreation",1961,,695,95,NA,90,95,916,6080,5250,6080,169,4.3,NR,40849,1,U,0,,1150000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Eric Swalwell (D),D,CA15
